gid,name,project_gid,section_gid,assignee_gid,completed,due_on,notes,created_at,modified_at
t1130,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1131,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1132,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1133,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1134,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1135,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1136,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1137,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1138,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1139,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1140,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1141,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1142,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1143,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1144,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1145,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1146,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1147,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1148,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1149,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1150,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1151,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1152,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1153,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1154,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1155,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1156,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1157,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1158,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1159,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1160,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1161,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1162,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1163,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1164,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1165,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1166,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1167,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1168,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1169,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1170,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1171,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1172,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1173,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1174,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1175,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1176,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1177,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1178,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1179,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1180,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1181,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1182,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1183,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1184,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1185,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1186,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1187,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1188,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1189,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1190,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1191,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1192,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1193,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1194,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1195,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1196,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1197,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1198,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1199,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1200,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1201,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1202,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1203,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1204,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1205,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1206,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1207,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1208,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1209,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1210,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1211,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1212,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1213,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1214,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1215,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1216,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1217,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1218,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1219,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1220,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1221,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1222,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1223,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1224,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1225,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1226,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1227,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1228,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1229,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1230,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1231,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1232,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1233,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1234,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1235,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1236,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1237,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1238,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1239,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1240,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1241,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1242,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1243,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1244,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1245,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1246,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1247,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1248,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1249,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1250,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1251,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1252,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1253,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1254,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1255,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1256,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1257,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1258,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
t1259,Brennan - Budget Review Sign-Off (Y1 cap + indirect),p1,,u_brennan,false,2026-11-05,Budget review sign-off for Y1 cap and indirect rate,2026-01-06T10:00:00.000Z,2026-10-01T10:00:00.000Z
