gid,name,workspace_gid,owner_gid,color,archived,notes,created_at
p1190,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1191,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1192,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1193,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1194,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1195,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1196,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1197,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1198,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1199,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1200,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1201,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1202,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1203,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1204,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1205,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1206,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1207,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1208,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1209,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1210,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1211,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1212,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1213,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1214,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1215,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1216,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1217,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1218,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1219,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1220,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1221,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1222,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1223,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1224,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1225,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1226,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1227,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1228,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1229,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1230,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1231,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1232,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1233,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1234,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1235,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1236,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1237,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1238,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1239,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1240,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1241,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1242,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1243,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1244,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1245,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1246,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1247,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1248,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1249,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1250,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1251,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1252,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1253,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1254,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1255,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1256,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1257,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1258,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1259,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1260,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1261,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1262,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1263,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1264,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1265,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1266,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1267,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1268,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1269,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1270,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1271,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1272,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1273,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1274,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1275,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
p1276,Clearwater Grant - 2026 cohort,ws_dac,u_ian,dark-green,false,3-year Clearwater watershed grant coordination,2026-01-05T09:00:00.000Z
