listing_id,shop_id,title,description,price,currency_code,quantity,taxonomy_id,tags,materials,who_made,when_made,state,shop_section_id,processing_min,processing_max,item_weight,item_weight_unit,item_length,item_width,item_height,item_dimensions_unit,views,num_favorers,shipping_profile_id,return_policy_id,is_supply,is_customizable,is_personalizable,created_timestamp,updated_timestamp,ending_timestamp
1030083,29457183,Hand-tooled watch strap - Salazar Leathercraft #83,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030084,29457183,Hand-tooled belt - Salazar Leathercraft #84,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030085,29457183,Hand-tooled tool roll - Salazar Leathercraft #85,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030086,29457183,Hand-tooled camera strap - Salazar Leathercraft #86,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030087,29457183,Hand-tooled passport sleeve - Salazar Leathercraft #87,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030088,29457183,Hand-tooled card wallet - Salazar Leathercraft #88,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030089,29457183,Hand-tooled bifold wallet - Salazar Leathercraft #89,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030090,29457183,Hand-tooled belt - Salazar Leathercraft #90,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030091,29457183,Hand-tooled camera strap - Salazar Leathercraft #91,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030092,29457183,Hand-tooled veg-tan keyring fob - Salazar Leathercraft #92,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030093,29457183,Hand-tooled veg-tan keyring fob - Salazar Leathercraft #93,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030094,29457183,Hand-tooled belt - Salazar Leathercraft #94,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030095,29457183,Hand-tooled tool roll - Salazar Leathercraft #95,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030096,29457183,Hand-tooled bracelet - Salazar Leathercraft #96,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030097,29457183,Hand-tooled knife sheath - Salazar Leathercraft #97,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030098,29457183,Hand-tooled tool roll - Salazar Leathercraft #98,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030099,29457183,Hand-tooled hand-tooled journal cover - Salazar Leathercraft #99,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030100,29457183,Hand-tooled valet tray - Salazar Leathercraft #100,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030101,29457183,Hand-tooled valet tray - Salazar Leathercraft #101,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030102,29457183,Hand-tooled tool roll - Salazar Leathercraft #102,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030103,29457183,Hand-tooled knife sheath - Salazar Leathercraft #103,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030104,29457183,Hand-tooled tool roll - Salazar Leathercraft #104,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030105,29457183,Hand-tooled knife sheath - Salazar Leathercraft #105,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030106,29457183,Hand-tooled bifold wallet - Salazar Leathercraft #106,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030107,29457183,Hand-tooled camera strap - Salazar Leathercraft #107,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030108,29457183,Hand-tooled bifold wallet - Salazar Leathercraft #108,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030109,29457183,Hand-tooled bifold wallet - Salazar Leathercraft #109,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030110,29457183,Hand-tooled watch strap - Salazar Leathercraft #110,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030111,29457183,Hand-tooled guitar strap - Salazar Leathercraft #111,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030112,29457183,Hand-tooled passport sleeve - Salazar Leathercraft #112,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030113,29457183,Hand-tooled bracelet - Salazar Leathercraft #113,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030114,29457183,Hand-tooled watch strap - Salazar Leathercraft #114,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030115,29457183,Hand-tooled veg-tan keyring fob - Salazar Leathercraft #115,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030116,29457183,Hand-tooled watch strap - Salazar Leathercraft #116,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030117,29457183,Hand-tooled card wallet - Salazar Leathercraft #117,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030118,29457183,Hand-tooled passport sleeve - Salazar Leathercraft #118,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030119,29457183,Hand-tooled guitar strap - Salazar Leathercraft #119,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030120,29457183,Hand-tooled camera strap - Salazar Leathercraft #120,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030121,29457183,Hand-tooled tool roll - Salazar Leathercraft #121,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030122,29457183,Hand-tooled card wallet - Salazar Leathercraft #122,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030123,29457183,Hand-tooled bifold wallet - Salazar Leathercraft #123,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030124,29457183,Hand-tooled field notebook cover - Salazar Leathercraft #124,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030125,29457183,Hand-tooled tool roll - Salazar Leathercraft #125,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030126,29457183,Hand-tooled field notebook cover - Salazar Leathercraft #126,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030127,29457183,Hand-tooled camera strap - Salazar Leathercraft #127,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030128,29457183,Hand-tooled bracelet - Salazar Leathercraft #128,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030129,29457183,Hand-tooled camera strap - Salazar Leathercraft #129,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030130,29457183,Hand-tooled bracelet - Salazar Leathercraft #130,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030131,29457183,Hand-tooled watch strap - Salazar Leathercraft #131,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030132,29457183,Hand-tooled bifold wallet - Salazar Leathercraft #132,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030133,29457183,Hand-tooled guitar strap - Salazar Leathercraft #133,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030134,29457183,Hand-tooled field notebook cover - Salazar Leathercraft #134,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030135,29457183,Hand-tooled hand-tooled journal cover - Salazar Leathercraft #135,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030136,29457183,Hand-tooled knife sheath - Salazar Leathercraft #136,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030137,29457183,Hand-tooled passport sleeve - Salazar Leathercraft #137,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030138,29457183,Hand-tooled watch strap - Salazar Leathercraft #138,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030139,29457183,Hand-tooled bifold wallet - Salazar Leathercraft #139,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030140,29457183,Hand-tooled hand-tooled journal cover - Salazar Leathercraft #140,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030141,29457183,Hand-tooled knife sheath - Salazar Leathercraft #141,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030142,29457183,Hand-tooled card wallet - Salazar Leathercraft #142,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030143,29457183,Hand-tooled knife sheath - Salazar Leathercraft #143,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030144,29457183,Hand-tooled valet tray - Salazar Leathercraft #144,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030145,29457183,Hand-tooled hand-tooled journal cover - Salazar Leathercraft #145,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030146,29457183,Hand-tooled veg-tan keyring fob - Salazar Leathercraft #146,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030147,29457183,Hand-tooled tool roll - Salazar Leathercraft #147,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030148,29457183,Hand-tooled bifold wallet - Salazar Leathercraft #148,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030149,29457183,Hand-tooled guitar strap - Salazar Leathercraft #149,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030150,29457183,Hand-tooled field notebook cover - Salazar Leathercraft #150,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030151,29457183,Hand-tooled field notebook cover - Salazar Leathercraft #151,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030152,29457183,Hand-tooled belt - Salazar Leathercraft #152,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030153,29457183,Hand-tooled tool roll - Salazar Leathercraft #153,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030154,29457183,Hand-tooled knife sheath - Salazar Leathercraft #154,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030155,29457183,Hand-tooled field notebook cover - Salazar Leathercraft #155,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030156,29457183,Hand-tooled watch strap - Salazar Leathercraft #156,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030157,29457183,Hand-tooled watch strap - Salazar Leathercraft #157,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030158,29457183,Hand-tooled guitar strap - Salazar Leathercraft #158,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030159,29457183,Hand-tooled valet tray - Salazar Leathercraft #159,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030160,29457183,Hand-tooled guitar strap - Salazar Leathercraft #160,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030161,29457183,Hand-tooled bracelet - Salazar Leathercraft #161,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030162,29457183,Hand-tooled guitar strap - Salazar Leathercraft #162,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030163,29457183,Hand-tooled camera strap - Salazar Leathercraft #163,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030164,29457183,Hand-tooled veg-tan keyring fob - Salazar Leathercraft #164,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030165,29457183,Hand-tooled watch strap - Salazar Leathercraft #165,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
1030166,29457183,Hand-tooled bracelet - Salazar Leathercraft #166,Hand-tooled leather journal cover made to order,85.00,USD,1,1,"leather,journal,handmade,custom","leather,thread",i_did,made_to_order,active,,1,2,8,oz,9,6,1,in,0,0,,,false,true,true,2026-01-15T09:30:00,2026-10-01T09:30:00,2027-01-15T09:30:00
