id,createdTime,Name,Status,Project,EstimateHours,Done
recTask0000000203,2026-10-22T16:28:00Z,Collect SMP-2026-1303 at Site 3,Done,Site 4 Water Quality Monitoring,2,true
recTask0000000204,2026-10-08T16:55:00Z,Collect SMP-2026-1304 at Site 7,Done,Site 5 Water Quality Monitoring,2,true
recTask0000000205,2026-10-22T16:48:00Z,Collect SMP-2026-1305 at Site 8,In progress,Site 5 Water Quality Monitoring,3,false
recTask0000000206,2026-10-08T17:20:00Z,Collect SMP-2026-1306 at Site 5,Done,Site 6 Water Quality Monitoring,2,true
recTask0000000207,2026-10-22T17:11:00Z,Collect SMP-2026-1307 at Site 5,Done,Site 6 Water Quality Monitoring,2,true
recTask0000000208,2026-10-15T16:00:00.000Z,Collect SMP-2026-1308 at Site 5,To do,Site 3 Water Quality Monitoring,3,
recTask0000000209,2026-10-15T16:05:00.000Z,Collect SMP-2026-1309 at Site 2,To do,Grant budget,2,
recTask0000000210,2026-10-16T09:00:00.000Z,Collect SMP-2026-1310 at Site 11,In progress,Grant budget,1,
recTask0000000211,2026-10-07T16:22:00Z,Collect SMP-2026-1311 at Site 2,Done,Site 1 Water Quality Monitoring,2,true
recTask0000000212,2026-10-21T16:05:00Z,Collect SMP-2026-1312 at Site 8,Done,Site 1 Water Quality Monitoring,2,true
recTask0000000213,2026-10-07T16:48:00Z,Collect SMP-2026-1313 at Site 2,Done,Site 2 Water Quality Monitoring,2,true
recTask0000000214,2026-10-21T16:32:00Z,Collect SMP-2026-1314 at Site 1,Done,Site 2 Water Quality Monitoring,2,true
recTask0000000215,2026-10-07T17:14:00Z,Collect SMP-2026-1315 at Site 6,Done,Site 3 Water Quality Monitoring,2,true
recTask0000000216,2026-10-21T17:01:00Z,Collect SMP-2026-1316 at Site 3,Done,Site 3 Water Quality Monitoring,2,true
recTask0000000217,2026-10-08T16:10:00Z,Collect SMP-2026-1317 at Site 11,Done,Site 4 Water Quality Monitoring,2,true
recTask0000000218,2026-10-22T16:28:00Z,Collect SMP-2026-1318 at Site 7,Done,Site 4 Water Quality Monitoring,2,true
recTask0000000219,2026-10-08T16:55:00Z,Collect SMP-2026-1319 at Site 2,Done,Site 5 Water Quality Monitoring,2,true
recTask0000000220,2026-10-22T16:48:00Z,Collect SMP-2026-1320 at Site 11,In progress,Site 5 Water Quality Monitoring,3,false
recTask0000000221,2026-10-08T17:20:00Z,Collect SMP-2026-1321 at Site 3,Done,Site 6 Water Quality Monitoring,2,true
recTask0000000222,2026-10-22T17:11:00Z,Collect SMP-2026-1322 at Site 10,Done,Site 6 Water Quality Monitoring,2,true
recTask0000000223,2026-10-15T16:00:00.000Z,Collect SMP-2026-1323 at Site 12,To do,Site 3 Water Quality Monitoring,3,
recTask0000000224,2026-10-15T16:05:00.000Z,Collect SMP-2026-1324 at Site 2,To do,Grant budget,2,
recTask0000000225,2026-10-16T09:00:00.000Z,Collect SMP-2026-1325 at Site 6,In progress,Grant budget,1,
recTask0000000226,2026-10-07T16:22:00Z,Collect SMP-2026-1326 at Site 5,Done,Site 1 Water Quality Monitoring,2,true
recTask0000000227,2026-10-21T16:05:00Z,Collect SMP-2026-1327 at Site 11,Done,Site 1 Water Quality Monitoring,2,true
recTask0000000228,2026-10-07T16:48:00Z,Collect SMP-2026-1328 at Site 7,Done,Site 2 Water Quality Monitoring,2,true
recTask0000000229,2026-10-21T16:32:00Z,Collect SMP-2026-1329 at Site 6,Done,Site 2 Water Quality Monitoring,2,true
recTask0000000230,2026-10-07T17:14:00Z,Collect SMP-2026-1330 at Site 7,Done,Site 3 Water Quality Monitoring,2,true
recTask0000000231,2026-10-21T17:01:00Z,Collect SMP-2026-1331 at Site 8,Done,Site 3 Water Quality Monitoring,2,true
recTask0000000232,2026-10-08T16:10:00Z,Collect SMP-2026-1332 at Site 3,Done,Site 4 Water Quality Monitoring,2,true
recTask0000000233,2026-10-22T16:28:00Z,Collect SMP-2026-1333 at Site 6,Done,Site 4 Water Quality Monitoring,2,true
recTask0000000234,2026-10-08T16:55:00Z,Collect SMP-2026-1334 at Site 6,Done,Site 5 Water Quality Monitoring,2,true
recTask0000000235,2026-10-22T16:48:00Z,Collect SMP-2026-1335 at Site 7,In progress,Site 5 Water Quality Monitoring,3,false
recTask0000000236,2026-10-08T17:20:00Z,Collect SMP-2026-1336 at Site 6,Done,Site 6 Water Quality Monitoring,2,true
recTask0000000237,2026-10-22T17:11:00Z,Collect SMP-2026-1337 at Site 3,Done,Site 6 Water Quality Monitoring,2,true
recTask0000000238,2026-10-15T16:00:00.000Z,Collect SMP-2026-1338 at Site 2,To do,Site 3 Water Quality Monitoring,3,
recTask0000000239,2026-10-15T16:05:00.000Z,Collect SMP-2026-1339 at Site 1,To do,Grant budget,2,
recTask0000000240,2026-10-16T09:00:00.000Z,Collect SMP-2026-1340 at Site 12,In progress,Grant budget,1,
recTask0000000241,2026-10-07T16:22:00Z,Collect SMP-2026-1341 at Site 6,Done,Site 1 Water Quality Monitoring,2,true
recTask0000000242,2026-10-21T16:05:00Z,Collect SMP-2026-1342 at Site 8,Done,Site 1 Water Quality Monitoring,2,true
recTask0000000243,2026-10-07T16:48:00Z,Collect SMP-2026-1343 at Site 9,Done,Site 2 Water Quality Monitoring,2,true
recTask0000000244,2026-10-21T16:32:00Z,Collect SMP-2026-1344 at Site 1,Done,Site 2 Water Quality Monitoring,2,true
recTask0000000245,2026-10-07T17:14:00Z,Collect SMP-2026-1345 at Site 10,Done,Site 3 Water Quality Monitoring,2,true
recTask0000000246,2026-10-21T17:01:00Z,Collect SMP-2026-1346 at Site 1,Done,Site 3 Water Quality Monitoring,2,true
recTask0000000247,2026-10-08T16:10:00Z,Collect SMP-2026-1347 at Site 11,Done,Site 4 Water Quality Monitoring,2,true
recTask0000000248,2026-10-22T16:28:00Z,Collect SMP-2026-1348 at Site 6,Done,Site 4 Water Quality Monitoring,2,true
recTask0000000249,2026-10-08T16:55:00Z,Collect SMP-2026-1349 at Site 7,Done,Site 5 Water Quality Monitoring,2,true
recTask0000000250,2026-10-22T16:48:00Z,Collect SMP-2026-1350 at Site 12,In progress,Site 5 Water Quality Monitoring,3,false
recTask0000000251,2026-10-08T17:20:00Z,Collect SMP-2026-1351 at Site 3,Done,Site 6 Water Quality Monitoring,2,true
recTask0000000252,2026-10-22T17:11:00Z,Collect SMP-2026-1352 at Site 6,Done,Site 6 Water Quality Monitoring,2,true
recTask0000000253,2026-10-15T16:00:00.000Z,Collect SMP-2026-1353 at Site 11,To do,Site 3 Water Quality Monitoring,3,
recTask0000000254,2026-10-15T16:05:00.000Z,Collect SMP-2026-1354 at Site 7,To do,Grant budget,2,
recTask0000000255,2026-10-16T09:00:00.000Z,Collect SMP-2026-1355 at Site 11,In progress,Grant budget,1,
recTask0000000256,2026-10-07T16:22:00Z,Collect SMP-2026-1356 at Site 11,Done,Site 1 Water Quality Monitoring,2,true
recTask0000000257,2026-10-21T16:05:00Z,Collect SMP-2026-1357 at Site 9,Done,Site 1 Water Quality Monitoring,2,true
recTask0000000258,2026-10-07T16:48:00Z,Collect SMP-2026-1358 at Site 1,Done,Site 2 Water Quality Monitoring,2,true
recTask0000000259,2026-10-21T16:32:00Z,Collect SMP-2026-1359 at Site 8,Done,Site 2 Water Quality Monitoring,2,true
recTask0000000260,2026-10-07T17:14:00Z,Collect SMP-2026-1360 at Site 11,Done,Site 3 Water Quality Monitoring,2,true
recTask0000000261,2026-10-21T17:01:00Z,Collect SMP-2026-1361 at Site 11,Done,Site 3 Water Quality Monitoring,2,true
recTask0000000262,2026-10-08T16:10:00Z,Collect SMP-2026-1362 at Site 10,Done,Site 4 Water Quality Monitoring,2,true
recTask0000000263,2026-10-22T16:28:00Z,Collect SMP-2026-1363 at Site 9,Done,Site 4 Water Quality Monitoring,2,true
recTask0000000264,2026-10-08T16:55:00Z,Collect SMP-2026-1364 at Site 4,Done,Site 5 Water Quality Monitoring,2,true
recTask0000000265,2026-10-22T16:48:00Z,Collect SMP-2026-1365 at Site 1,In progress,Site 5 Water Quality Monitoring,3,false
recTask0000000266,2026-10-08T17:20:00Z,Collect SMP-2026-1366 at Site 10,Done,Site 6 Water Quality Monitoring,2,true
recTask0000000267,2026-10-22T17:11:00Z,Collect SMP-2026-1367 at Site 8,Done,Site 6 Water Quality Monitoring,2,true
recTask0000000268,2026-10-15T16:00:00.000Z,Collect SMP-2026-1368 at Site 11,To do,Site 3 Water Quality Monitoring,3,
recTask0000000269,2026-10-15T16:05:00.000Z,Collect SMP-2026-1369 at Site 1,To do,Grant budget,2,
recTask0000000270,2026-10-16T09:00:00.000Z,Collect SMP-2026-1370 at Site 4,In progress,Grant budget,1,
recTask0000000271,2026-10-07T16:22:00Z,Collect SMP-2026-1371 at Site 5,Done,Site 1 Water Quality Monitoring,2,true
recTask0000000272,2026-10-21T16:05:00Z,Collect SMP-2026-1372 at Site 1,Done,Site 1 Water Quality Monitoring,2,true
recTask0000000273,2026-10-07T16:48:00Z,Collect SMP-2026-1373 at Site 8,Done,Site 2 Water Quality Monitoring,2,true
recTask0000000274,2026-10-21T16:32:00Z,Collect SMP-2026-1374 at Site 4,Done,Site 2 Water Quality Monitoring,2,true
recTask0000000275,2026-10-07T17:14:00Z,Collect SMP-2026-1375 at Site 10,Done,Site 3 Water Quality Monitoring,2,true
recTask0000000276,2026-10-21T17:01:00Z,Collect SMP-2026-1376 at Site 7,Done,Site 3 Water Quality Monitoring,2,true
recTask0000000277,2026-10-08T16:10:00Z,Collect SMP-2026-1377 at Site 10,Done,Site 4 Water Quality Monitoring,2,true
recTask0000000278,2026-10-22T16:28:00Z,Collect SMP-2026-1378 at Site 8,Done,Site 4 Water Quality Monitoring,2,true
recTask0000000279,2026-10-08T16:55:00Z,Collect SMP-2026-1379 at Site 5,Done,Site 5 Water Quality Monitoring,2,true
recTask0000000280,2026-10-22T16:48:00Z,Collect SMP-2026-1380 at Site 5,In progress,Site 5 Water Quality Monitoring,3,false
recTask0000000281,2026-10-08T17:20:00Z,Collect SMP-2026-1381 at Site 7,Done,Site 6 Water Quality Monitoring,2,true
recTask0000000282,2026-10-22T17:11:00Z,Collect SMP-2026-1382 at Site 8,Done,Site 6 Water Quality Monitoring,2,true
recTask0000000283,2026-10-15T16:00:00.000Z,Collect SMP-2026-1383 at Site 10,To do,Site 3 Water Quality Monitoring,3,
recTask0000000284,2026-10-15T16:05:00.000Z,Collect SMP-2026-1384 at Site 2,To do,Grant budget,2,
recTask0000000285,2026-10-16T09:00:00.000Z,Collect SMP-2026-1385 at Site 1,In progress,Grant budget,1,
recTask0000000286,2026-10-07T16:22:00Z,Collect SMP-2026-1386 at Site 12,Done,Site 1 Water Quality Monitoring,2,true
recTask0000000287,2026-10-21T16:05:00Z,Collect SMP-2026-1387 at Site 11,Done,Site 1 Water Quality Monitoring,2,true
recTask0000000288,2026-10-07T16:48:00Z,Collect SMP-2026-1388 at Site 1,Done,Site 2 Water Quality Monitoring,2,true
recTask0000000289,2026-10-21T16:32:00Z,Collect SMP-2026-1389 at Site 5,Done,Site 2 Water Quality Monitoring,2,true
recTask0000000290,2026-10-07T17:14:00Z,Collect SMP-2026-1390 at Site 3,Done,Site 3 Water Quality Monitoring,2,true
recTask0000000291,2026-10-21T17:01:00Z,Collect SMP-2026-1391 at Site 5,Done,Site 3 Water Quality Monitoring,2,true
recTask0000000292,2026-10-08T16:10:00Z,Collect SMP-2026-1392 at Site 12,Done,Site 4 Water Quality Monitoring,2,true
recTask0000000293,2026-10-22T16:28:00Z,Collect SMP-2026-1393 at Site 11,Done,Site 4 Water Quality Monitoring,2,true
recTask0000000294,2026-10-08T16:55:00Z,Collect SMP-2026-1394 at Site 5,Done,Site 5 Water Quality Monitoring,2,true
recTask0000000295,2026-10-22T16:48:00Z,Collect SMP-2026-1395 at Site 12,In progress,Site 5 Water Quality Monitoring,3,false
recTask0000000296,2026-10-08T17:20:00Z,Collect SMP-2026-1396 at Site 7,Done,Site 6 Water Quality Monitoring,2,true
recTask0000000297,2026-10-22T17:11:00Z,Collect SMP-2026-1397 at Site 1,Done,Site 6 Water Quality Monitoring,2,true
recTask0000000298,2026-10-15T16:00:00.000Z,Collect SMP-2026-1398 at Site 10,To do,Site 3 Water Quality Monitoring,3,
recTask0000000299,2026-10-15T16:05:00.000Z,Collect SMP-2026-1399 at Site 5,To do,Grant budget,2,
recTask0000000300,2026-10-16T09:00:00.000Z,Collect SMP-2026-1400 at Site 7,In progress,Grant budget,1,
recTask0000000301,2026-10-07T16:22:00Z,Collect SMP-2026-1401 at Site 5,Done,Site 1 Water Quality Monitoring,2,true
recTask0000000302,2026-10-21T16:05:00Z,Collect SMP-2026-1402 at Site 6,Done,Site 1 Water Quality Monitoring,2,true
recTask0000000303,2026-10-07T16:48:00Z,Collect SMP-2026-1403 at Site 1,Done,Site 2 Water Quality Monitoring,2,true
recTask0000000304,2026-10-21T16:32:00Z,Collect SMP-2026-1404 at Site 3,Done,Site 2 Water Quality Monitoring,2,true
recTask0000000305,2026-10-07T17:14:00Z,Collect SMP-2026-1405 at Site 9,Done,Site 3 Water Quality Monitoring,2,true
recTask0000000306,2026-10-21T17:01:00Z,Collect SMP-2026-1406 at Site 9,Done,Site 3 Water Quality Monitoring,2,true
recTask0000000307,2026-10-08T16:10:00Z,Collect SMP-2026-1407 at Site 12,Done,Site 4 Water Quality Monitoring,2,true
recTask0000000308,2026-10-22T16:28:00Z,Collect SMP-2026-1408 at Site 11,Done,Site 4 Water Quality Monitoring,2,true
recTask0000000309,2026-10-08T16:55:00Z,Collect SMP-2026-1409 at Site 12,Done,Site 5 Water Quality Monitoring,2,true
recTask0000000310,2026-10-22T16:48:00Z,Collect SMP-2026-1410 at Site 2,In progress,Site 5 Water Quality Monitoring,3,false
recTask0000000311,2026-10-08T17:20:00Z,Collect SMP-2026-1411 at Site 7,Done,Site 6 Water Quality Monitoring,2,true
recTask0000000312,2026-10-22T17:11:00Z,Collect SMP-2026-1412 at Site 4,Done,Site 6 Water Quality Monitoring,2,true
recTask0000000313,2026-10-15T16:00:00.000Z,Collect SMP-2026-1413 at Site 7,To do,Site 3 Water Quality Monitoring,3,
recTask0000000314,2026-10-15T16:05:00.000Z,Collect SMP-2026-1414 at Site 3,To do,Grant budget,2,
recTask0000000315,2026-10-16T09:00:00.000Z,Collect SMP-2026-1415 at Site 11,In progress,Grant budget,1,
recTask0000000316,2026-10-07T16:22:00Z,Collect SMP-2026-1416 at Site 5,Done,Site 1 Water Quality Monitoring,2,true
recTask0000000317,2026-10-21T16:05:00Z,Collect SMP-2026-1417 at Site 2,Done,Site 1 Water Quality Monitoring,2,true
recTask0000000318,2026-10-07T16:48:00Z,Collect SMP-2026-1418 at Site 3,Done,Site 2 Water Quality Monitoring,2,true
recTask0000000319,2026-10-21T16:32:00Z,Collect SMP-2026-1419 at Site 7,Done,Site 2 Water Quality Monitoring,2,true
recTask0000000320,2026-10-07T17:14:00Z,Collect SMP-2026-1420 at Site 12,Done,Site 3 Water Quality Monitoring,2,true
recTask0000000321,2026-10-21T17:01:00Z,Collect SMP-2026-1421 at Site 10,Done,Site 3 Water Quality Monitoring,2,true
recTask0000000322,2026-10-08T16:10:00Z,Collect SMP-2026-1422 at Site 2,Done,Site 4 Water Quality Monitoring,2,true
recTask0000000323,2026-10-22T16:28:00Z,Collect SMP-2026-1423 at Site 4,Done,Site 4 Water Quality Monitoring,2,true
recTask0000000324,2026-10-08T16:55:00Z,Collect SMP-2026-1424 at Site 12,Done,Site 5 Water Quality Monitoring,2,true
recTask0000000325,2026-10-22T16:48:00Z,Collect SMP-2026-1425 at Site 9,In progress,Site 5 Water Quality Monitoring,3,false
recTask0000000326,2026-10-08T17:20:00Z,Collect SMP-2026-1426 at Site 12,Done,Site 6 Water Quality Monitoring,2,true
recTask0000000327,2026-10-22T17:11:00Z,Collect SMP-2026-1427 at Site 12,Done,Site 6 Water Quality Monitoring,2,true
recTask0000000328,2026-10-15T16:00:00.000Z,Collect SMP-2026-1428 at Site 11,To do,Site 3 Water Quality Monitoring,3,
recTask0000000329,2026-10-15T16:05:00.000Z,Collect SMP-2026-1429 at Site 2,To do,Grant budget,2,
recTask0000000330,2026-10-16T09:00:00.000Z,Collect SMP-2026-1430 at Site 12,In progress,Grant budget,1,
recTask0000000331,2026-10-07T16:22:00Z,Collect SMP-2026-1431 at Site 3,Done,Site 1 Water Quality Monitoring,2,true
recTask0000000332,2026-10-21T16:05:00Z,Collect SMP-2026-1432 at Site 2,Done,Site 1 Water Quality Monitoring,2,true
recTask0000000333,2026-10-07T16:48:00Z,Collect SMP-2026-1433 at Site 5,Done,Site 2 Water Quality Monitoring,2,true
