id,name,is_private,is_archived,topic,purpose,creator,created,num_members
C_gen_000215,upstream-monitoring,False,False,Upstream cluster (Sites 1–6) — Tularosa confluence batch,Sample-batch coordination + lab updates,U_ian,1717459200,2
C_gen_000216,fieldwork,False,False,"Field-day logistics — gear, vehicles, weather windows",All-team field coordination,U_ian,1714867200,4
C_gen_000217,general,False,False,Doña Ana County Env Services — general,Workspace-wide announcements + chatter,U_olivera,1709308800,4
C_gen_000218,upstream-monitoring,False,False,Upstream cluster (Sites 1–6) — Tularosa confluence batch,Sample-batch coordination + lab updates,U_ian,1717459200,2
C_gen_000219,fieldwork,False,False,"Field-day logistics — gear, vehicles, weather windows",All-team field coordination,U_ian,1714867200,4
C_gen_000220,general,False,False,Doña Ana County Env Services — general,Workspace-wide announcements + chatter,U_olivera,1709308800,4
C_gen_000221,upstream-monitoring,False,False,Upstream cluster (Sites 1–6) — Tularosa confluence batch,Sample-batch coordination + lab updates,U_ian,1717459200,2
C_gen_000222,fieldwork,False,False,"Field-day logistics — gear, vehicles, weather windows",All-team field coordination,U_ian,1714867200,4
C_gen_000223,general,False,False,Doña Ana County Env Services — general,Workspace-wide announcements + chatter,U_olivera,1709308800,4
C_gen_000224,upstream-monitoring,False,False,Upstream cluster (Sites 1–6) — Tularosa confluence batch,Sample-batch coordination + lab updates,U_ian,1717459200,2
C_gen_000225,fieldwork,False,False,"Field-day logistics — gear, vehicles, weather windows",All-team field coordination,U_ian,1714867200,4
C_gen_000226,general,False,False,Doña Ana County Env Services — general,Workspace-wide announcements + chatter,U_olivera,1709308800,4
C_gen_000227,upstream-monitoring,False,False,Upstream cluster (Sites 1–6) — Tularosa confluence batch,Sample-batch coordination + lab updates,U_ian,1717459200,2
C_gen_000228,fieldwork,False,False,"Field-day logistics — gear, vehicles, weather windows",All-team field coordination,U_ian,1714867200,4
C_gen_000229,general,False,False,Doña Ana County Env Services — general,Workspace-wide announcements + chatter,U_olivera,1709308800,4
C_gen_000230,upstream-monitoring,False,False,Upstream cluster (Sites 1–6) — Tularosa confluence batch,Sample-batch coordination + lab updates,U_ian,1717459200,2
C_gen_000231,fieldwork,False,False,"Field-day logistics — gear, vehicles, weather windows",All-team field coordination,U_ian,1714867200,4
C_gen_000232,general,False,False,Doña Ana County Env Services — general,Workspace-wide announcements + chatter,U_olivera,1709308800,4
C_gen_000233,upstream-monitoring,False,False,Upstream cluster (Sites 1–6) — Tularosa confluence batch,Sample-batch coordination + lab updates,U_ian,1717459200,2
C_gen_000234,fieldwork,False,False,"Field-day logistics — gear, vehicles, weather windows",All-team field coordination,U_ian,1714867200,4
C_gen_000235,general,False,False,Doña Ana County Env Services — general,Workspace-wide announcements + chatter,U_olivera,1709308800,4
C_gen_000236,upstream-monitoring,False,False,Upstream cluster (Sites 1–6) — Tularosa confluence batch,Sample-batch coordination + lab updates,U_ian,1717459200,2
C_gen_000237,fieldwork,False,False,"Field-day logistics — gear, vehicles, weather windows",All-team field coordination,U_ian,1714867200,4
C_gen_000238,general,False,False,Doña Ana County Env Services — general,Workspace-wide announcements + chatter,U_olivera,1709308800,4
C_gen_000239,upstream-monitoring,False,False,Upstream cluster (Sites 1–6) — Tularosa confluence batch,Sample-batch coordination + lab updates,U_ian,1717459200,2
